artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-14,rarity,text,toughness,type,,
Ben Maier,5,,{2}{R}{W},Intervention,,0.25,uncommon,Intervention deals 3 damage to any target and you gain 3 life.,,Instant,,
Ben Maier,5,,{R/W},Integrity,,0.25,uncommon,Target creature gets +2/+2 until end of turn.,,Instant,,
Ben Maier,2,,{1}{B},Costly Plunder,,0.17,common,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Draw two cards.",,Instant,,
Ben Maier,2,,{1}{U},Siren's Ruse,,0.16,common,"Exile target creature you control, then return that card to the battlefield under its owner's control. If a Pirate was exiled this way, draw a card.",,Instant,,
Ben Maier,2,,{1}{B},Dire Fleet Poisoner,"Flash
Deathtouch
When Dire Fleet Poisoner enters the battlefield, target attacking Pirate you control gets +1/+1 and gains deathtouch until end of turn.",Creature — Human Pirate,2,0.75,rare,"Flash
Deathtouch
When Dire Fleet Poisoner enters the battlefield, target attacking Pirate you control gets +1/+1 and gains deathtouch until end of turn.",2,Creature — Human Pirate
Ben Wootten,3,,{2}{B},Kraul Raider,2,0.15,common,Menace (This creature can't be blocked except by two or more creatures.),3,Creature — Insect Warrior,,
Ben Wootten,5,,{2}{B}{G},Statue,,0.25,uncommon,"Destroy target artifact, creature, or enchantment.",,Instant,,
Ben Wootten,5,,{B/G},Status,,0.25,uncommon,Target creature gets +1/+1 and gains deathtouch until end of turn.,,Instant,,
Ben Wootten,1,,{B},Blight Keeper,1,0.15,common,"Flying
{7}{B}, {T}, Sacrifice Blight Keeper: Target opponent loses 4 life and you gain 4 life.",1,Creature — Bat Imp,,
Ben Wootten,3,,{2}{R},Fiery Cannonade,,0.25,uncommon,Fiery Cannonade deals 2 damage to each non-Pirate creature.,,Instant,,
Ben Wootten,1,,{B},March of the Drowned,,0.16,common,"Choose one —
• Return target creature card from your graveyard to your hand.
• Return two target Pirate cards from your graveyard to your hand.",,Sorcery,,
Ben Wootten,3,,{2}{B},Grotesque Demise,,0.14,common,Exile target creature with power 3 or less.,,Instant,,
Ben Wootten,4,,{3}{W},Rally to Battle,,0.24,uncommon,Creatures you control get +1/+3 until end of turn. Untap them.,,Instant,,
Ben Wootten,5,,{4}{G},Rampaging Rendhorn,4,0.14,common,Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.),4,Creature — Beast,,
Ben Wootten,6,,{5}{U},Swirling Torrent,,0.2,uncommon,"Choose one or both —
• Put target creature on top of its owner's library.
• Return target creature to its owner's hand.",,Sorcery,,
Brad Rigney,4,,{2}{U}{R},"Jhoira, Weatherlight Captain",3,1.97,mythic,"Whenever you cast a historic spell, draw a card. (Artifacts, legendaries, and Sagas are historic.)",3,Legendary Creature — Human Artificer,,
Bram Sels,4,,{3}{R},Goblin Barrage,,0.25,uncommon,"Kicker—Sacrifice an artifact or Goblin. (You may sacrifice an artifact or Goblin in addition to any other costs as you cast this spell.)
Goblin Barrage deals 4 damage to target creature. If this spell was kicked, it also deals 4 damage to target player or planeswalker.",,Sorcery,,
Bram Sels,3,,{1}{R}{G},"Hallar, the Firefletcher",3,0.24,uncommon,"Trample
Whenever you cast a spell, if that spell was kicked, put a +1/+1 counter on Hallar, the Firefletcher, then Hallar deals damage equal to the number of +1/+1 counters on it to each opponent.",3,Legendary Creature — Elf Archer,,
Bram Sels,2,,{1}{G},Sporecrown Thallid,2,0.34,uncommon,Each other creature you control that's a Fungus or Saproling gets +1/+1.,2,Creature — Fungus,,
Bram Sels,3,,{1}{R}{W},Chance for Glory,,1.02,mythic,"Creatures you control gain indestructible. Take an extra turn after this one. At the beginning of that turn's end step, you lose the game.",,Instant,,
Bram Sels,4,,{B}{B}{G}{G},Golgari Findbroker,3,0.23,uncommon,"When Golgari Findbroker enters the battlefield, return target permanent card from your graveyard to your hand.",4,Creature — Elf Shaman,,
Bram Sels,3,,{2}{R},Dinosaur Stampede,,0.25,uncommon,Attacking creatures get +2/+0 until end of turn. Dinosaurs you control gain trample until end of turn.,,Instant,,
Bram Sels,5,,{3}{B}{B},Dire Fleet Ravager,4,0.91,mythic,"Menace, deathtouch
When Dire Fleet Ravager enters the battlefield, each player loses a third of their life, rounded up.",4,Creature — Orc Pirate Wizard,,
Bram Sels,2,,{1}{R},Dismissive Pyromancer,2,0.4,rare,"{R}, {T}, Discard a card: Draw a card.
{2}{R}, {T}, Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",2,Creature — Human Wizard,,
Bram Sels,1,,{B},Infernal Reckoning,,0.55,rare,Exile target colorless creature. You gain life equal to its power.,,Instant,,
Bram Sels,2,,{1}{G},Growth-Chamber Guardian,2,1.99,rare,"{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Whenever one or more +1/+1 counters are put on Growth-Chamber Guardian, you may search your library for a card named Growth-Chamber Guardian, reveal it, put it into your hand, then shuffle your library.",2,Creature — Elf Crab Warrior,,
Bram Sels,2,,{1}{W},Hero of Precinct One,2,1.78,rare,"Whenever you cast a multicolored spell, create a 1/1 white Human creature token.",2,Creature — Human Warrior,,
Bram Sels,2,,{1}{R},Buccaneer's Bravado,"Choose one —
• Target creature gets +1/+1 and gains first strike until end of turn.
• Target Pirate gets +1/+1 and gains double strike until end of turn.",Instant,,0.17,common,"Choose one —
• Target creature gets +1/+1 and gains first strike until end of turn.
• Target Pirate gets +1/+1 and gains double strike until end of turn.",,Instant
Brian Snõddy,5,,{4}{R},Lava Axe,,0.15,common,Lava Axe deals 5 damage to target player or planeswalker.,,Sorcery,,
Carl Critchlow,1,,{R},Spear Spewer,0,0.15,common,"Defender
{T}: Spear Spewer deals 1 damage to each player.",2,Creature — Goblin Warrior,,
Carmen Sinek,3,,{2}{U},Crashing Tide,"Crashing Tide has flash as long as you control a Merfolk.
Return target creature to its owner's hand.
Draw a card.",Sorcery,,0.15,common,"Crashing Tide has flash as long as you control a Merfolk.
Return target creature to its owner's hand.
Draw a card.",,Sorcery
Chase Stone,4,5,{4},"Karn, Scion of Urza",,17.08,mythic,"[+1]: Reveal the top two cards of your library. An opponent chooses one of them. Put that card into your hand and exile the other with a silver counter on it.
[−1]: Put a card you own with a silver counter on it from exile into your hand.
[−2]: Create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""",,Legendary Planeswalker — Karn,,
Chase Stone,0,,,Zhalfirin Void,,0.34,uncommon,"When Zhalfirin Void enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {C}.",,Land,,
Chase Stone,3,,{1}{U}{R},Ionize,,1.19,rare,Counter target spell. Ionize deals 2 damage to that spell's controller.,,Instant,,
Chase Stone,3,,{1}{R}{W},Skyknight Legionnaire,2,0.15,common,"Flying, haste",2,Creature — Human Knight,,
Chase Stone,5,,{3}{G}{W},Trostani Discordant,1,2.5,mythic,"Other creatures you control get +1/+1.
When Trostani Discordant enters the battlefield, create two 1/1 white Soldier creature tokens with lifelink.
At the beginning of your end step, each player gains control of all creatures they own.",4,Legendary Creature — Dryad,,
Chase Stone,4,,{3}{W},Ixalan's Binding,,1,uncommon,"When Ixalan's Binding enters the battlefield, exile target nonland permanent an opponent controls until Ixalan's Binding leaves the battlefield.
Your opponents can't cast spells with the same name as the exiled card.",,Enchantment,,
Chase Stone,7,,{4}{W}{U}{B},"Chromium, the Mutable",7,1.67,mythic,"Flash
This spell can't be countered.
Flying
Discard a card: Until end of turn, Chromium, the Mutable becomes a Human with base power and toughness 1/1, loses all abilities, and gains hexproof. It can't be blocked this turn.",7,Legendary Creature — Elder Dragon,,
Chase Stone,4,,{3}{U},One with the Machine,,0.39,rare,Draw cards equal to the highest converted mana cost among artifacts you control.,,Sorcery,,
Chase Stone,12,,{10}{G}{G},"Ghalta, Primal Hunger","Ghalta, Primal Hunger costs {X} less to cast, where X is the total power of creatures you control.
Trample",Legendary Creature — Elder Dinosaur,12,4.3,rare,"This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample",12,Legendary Creature — Elder Dinosaur
Chippy,0,,,Island,,0.2,common,({T}: Add {U}.),,Basic Land — Island,,
Chris Rahn,2,,{2},Blackblade Reforged,,1.41,rare,"Equipped creature gets +1/+1 for each land you control.
Equip legendary creature {3}
Equip {7}",,Legendary Artifact — Equipment,,
Chris Rahn,1,,{G},Llanowar Elves,1,0.25,common,{T}: Add {G}.,1,Creature — Elf Druid,,
Chris Rahn,5,,{3}{W}{W},Lyra Dawnbringer,5,9.62,mythic,"Flying, first strike, lifelink
Other Angels you control get +1/+1 and have lifelink.",5,Legendary Creature — Angel,,
Chris Rahn,3,,{2}{G},"Marwyn, the Nurturer",1,0.59,rare,"Whenever another Elf enters the battlefield under your control, put a +1/+1 counter on Marwyn, the Nurturer.
{T}: Add an amount of {G} equal to Marwyn's power.",1,Legendary Creature — Elf Druid,,
Chris Rahn,3,,{G}{G}{G},Steel Leaf Champion,5,1.69,rare,Steel Leaf Champion can't be blocked by creatures with power 2 or less.,4,Creature — Elf Knight,,
Chris Rahn,4,,{2}{R}{W},"Aurelia, Exemplar of Justice",2,3.89,mythic,"Flying
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
At the beginning of combat on your turn, choose up to one target creature you control. Until end of turn, that creature gets +2/+0, gains trample if it's red, and gains vigilance if it's white.",5,Legendary Creature — Angel,,
Chris Rahn,4,,{3}{U},Castaway's Despair,,0.15,common,"Enchant creature
When Castaway's Despair enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment — Aura,,
Chris Rahn,7,,{5}{R}{R},Star of Extinction,,2.85,mythic,Destroy target land. Star of Extinction deals 20 damage to each creature and each planeswalker.,,Sorcery,,
Chris Rahn,6,6,{4}{B}{G},"Vraska, Relic Seeker",,2,mythic,"[+2]: Create a 2/2 black Pirate creature token with menace.
[−3]: Destroy target artifact, creature, or enchantment. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
[−10]: Target player's life total becomes 1.",,Legendary Planeswalker — Vraska,,
Chris Rahn,5,,{3}{R}{R},Demanding Dragon,5,0.74,rare,"Flying
When Demanding Dragon enters the battlefield, it deals 5 damage to target opponent unless that player sacrifices a creature.",5,Creature — Dragon,,
Chris Rahn,1,,{G},Llanowar Elves,1,1.29,common,{T}: Add {G}.,1,Creature — Elf Druid,,
Chris Rahn,4,,{2}{U}{U},Sleep,,0.25,uncommon,Tap all creatures target player controls. Those creatures don't untap during that player's next untap step.,,Sorcery,,
Chris Rahn,3,,{2}{R},Spit Flame,,0.5,rare,"Spit Flame deals 4 damage to target creature.
Whenever a Dragon enters the battlefield under your control, you may pay {R}. If you do, return Spit Flame from your graveyard to your hand.",,Instant,,
Chris Rahn,6,,{4}{R}{R},Volcanic Dragon,4,0.24,uncommon,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Haste (This creature can attack and {T} as soon as it comes under your control.)",4,Creature — Dragon,,
Chris Rahn,2,,{1}{W},Concordia Pegasus,1,0.14,common,Flying (This creature can't be blocked except by creatures with flying or reach.),3,Creature — Pegasus,,
Chris Rahn,6,5,{4}{B}{R},"Angrath, Minotaur Pirate","+2: Angrath, Minotaur Pirate deals 1 damage to target opponent and each creature that player controls.
−3: Return target Pirate card from your graveyard to the battlefield.
−11: Destroy all creatures target opponent controls. Angrath, Minotaur Pirate deals damage to that player equal to their total power.",Legendary Planeswalker — Angrath,,,mythic,"[+2]: Angrath, Minotaur Pirate deals 1 damage to target opponent or planeswalker and each creature that player or that planeswalker's controller controls.
[−3]: Return target Pirate card from your graveyard to the battlefield.
[−11]: Destroy all creatures target opponent controls. Angrath, Minotaur Pirate deals damage to that player equal to their total power.",,Legendary Planeswalker — Angrath
Chris Rahn,4,,{2}{W}{B},"Elenda, the Dusk Rose","Lifelink
Whenever another creature dies, put a +1/+1 counter on Elenda, the Dusk Rose.
When Elenda dies, create X 1/1 white Vampire creature tokens with lifelink, where X is Elenda's power.",Legendary Creature — Vampire Knight,1,10.22,mythic,"Lifelink
Whenever another creature dies, put a +1/+1 counter on Elenda, the Dusk Rose.
When Elenda dies, create X 1/1 white Vampire creature tokens with lifelink, where X is Elenda's power.",1,Legendary Creature — Vampire Knight
Chris Rahn,4,3,{2}{G}{W},"Huatli, Radiant Champion","+1: Put a loyalty counter on Huatli, Radiant Champion for each creature you control.
−1: Target creature gets +X/+X until end of turn, where X is the number of creatures you control.
−8: You get an emblem with ""Whenever a creature enters the battlefield under your control, you may draw a card.""",Legendary Planeswalker — Huatli,,4.96,mythic,"[+1]: Put a loyalty counter on Huatli, Radiant Champion for each creature you control.
[−1]: Target creature gets +X/+X until end of turn, where X is the number of creatures you control.
[−8]: You get an emblem with ""Whenever a creature enters the battlefield under your control, you may draw a card.""",,Legendary Planeswalker — Huatli
Chris Rahn,5,,{3}{W}{W},Trapjaw Tyrant,"Enrage — Whenever Trapjaw Tyrant is dealt damage, exile target creature an opponent controls until Trapjaw Tyrant leaves the battlefield.",Creature — Dinosaur,5,1.79,mythic,"Enrage — Whenever Trapjaw Tyrant is dealt damage, exile target creature an opponent controls until Trapjaw Tyrant leaves the battlefield.",5,Creature — Dinosaur
Chris Rahn,3,,{2}{G},Wayward Swordtooth,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
You may play an additional land on each of your turns.
Wayward Swordtooth can't attack or block unless you have the city's blessing.",Creature — Dinosaur,5,9.76,rare,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
You may play an additional land on each of your turns.
Wayward Swordtooth can't attack or block unless you have the city's blessing.",5,Creature — Dinosaur
Chris Rallis,3,,{2}{W},"Danitha Capashen, Paragon",2,0.34,uncommon,"First strike, vigilance, lifelink
Aura and Equipment spells you cast cost {1} less to cast.",2,Legendary Creature — Human Knight,,
Chris Rallis,5,4,{3}{W}{U},"Teferi, Hero of Dominaria",,40.31,mythic,"[+1]: Draw a card. At the beginning of the next end step, untap up to two lands.
[−3]: Put target nonland permanent into its owner's library third from the top.
[−8]: You get an emblem with ""Whenever you draw a card, exile target permanent an opponent controls.""",,Legendary Planeswalker — Teferi,,
Chris Rallis,4,,{R}{R}{W}{W},Truefire Captain,4,0.25,uncommon,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Whenever Truefire Captain is dealt damage, it deals that much damage to target player.",3,Creature — Human Knight,,
