artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-21,rarity,text,toughness,type
Tomasz Jedruszek,3,,{2}{R},Ahn-Crop Invader,2,0.14,common,"As long as it's your turn, Ahn-Crop Invader has first strike.
{1}, Sacrifice another creature: Ahn-Crop Invader gets +2/+0 until end of turn.",2,Creature — Zombie Minotaur Warrior
Tomasz Jedruszek,6,,{2}{B}{B}{G}{G},Casualties of War,,0.57,rare,"Choose one or more —
• Destroy target artifact.
• Destroy target creature.
• Destroy target enchantment.
• Destroy target land.
• Destroy target planeswalker.",,Sorcery
Tomasz Jedruszek,2,,{1}{B},Eternal Taskmaster,2,0.2,uncommon,"Eternal Taskmaster enters the battlefield tapped.
Whenever Eternal Taskmaster attacks, you may pay {2}{B}. If you do, return target creature card from your graveyard to your hand.",3,Creature — Zombie
Tomasz Jedruszek,3,,{2}{W},Rising Populace,2,0.14,common,"Whenever another creature or planeswalker you control dies, put a +1/+1 counter on Rising Populace.",2,Creature — Human
Tomasz Jedruszek,3,,{1}{R}{G},Rubblebelt Rioters,0,0.2,uncommon,"Haste
Whenever Rubblebelt Rioters attacks, it gets +X/+0 until end of turn, where X is the greatest power among creatures you control.",4,Creature — Human Berserker
Tommy Arnold,4,4,{2}{W}{B},"Sorin, Vengeful Bloodlord",,2.24,rare,"As long as it's your turn, creatures and planeswalkers you control have lifelink.
[+2]: Sorin, Vengeful Bloodlord deals 1 damage to target player or planeswalker.
−X: Return target creature card with converted mana cost X from your graveyard to the battlefield. That creature is a Vampire in addition to its other types.",,Legendary Planeswalker — Sorin
Tony Foti,4,,{3}{B},Gravedigger,2,0.24,uncommon,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",2,Creature — Zombie
Toshiaki Takayama,4,4,{1}{U}{U}{U},"Jace, Wielder of Mysteries",,,rare,"If you would draw a card while your library has no cards in it, you win the game instead.
[+1]: Target player puts the top two cards of their library into their graveyard. Draw a card.
[−8]: Draw seven cards. Then if your library has no cards in it, you win the game.",,Legendary Planeswalker — Jace
Tyler Jacobson,2,,{1}{U},Anticipate,,0.15,common,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,,Instant
Tyler Jacobson,8,,{5}{B}{B}{B},"Vilis, Broker of Blood",8,1.25,rare,"Flying
{B}, Pay 2 life: Target creature gets -1/-1 until end of turn.
Whenever you lose life, draw that many cards. (Damage causes loss of life.)",8,Legendary Creature — Demon
Tyler Walpole,2,,{1}{G},Bond of Flourishing,,0.2,uncommon,Look at the top three cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order. You gain 3 life.,,Sorcery
Uriah Voth,2,,{1}{G},Woodland Mystic,1,3.99,common,{T}: Add {G}.,1,Creature — Elf Druid
Uriah Voth,2,,{1}{U},Kasmina's Transmutation,,0.15,common,"Enchant creature
Enchanted creature loses all abilities and has base power and toughness 1/1.",,Enchantment — Aura
Vance Kovacs,3,,{2}{G},Centaur Courser,3,0.15,common,,3,Creature — Centaur Warrior
Victor Adame Minguez,5,,{4}{U},Boreal Elemental,3,0.15,common,"Flying
Spells your opponents cast that target Boreal Elemental cost {2} more to cast.",4,Creature — Elemental
Victor Adame Minguez,2,,{1}{W},Disenchant,,0.15,common,Destroy target artifact or enchantment.,,Instant
Victor Adame Minguez,1,,{G},Elvish Reclaimer,1,1.95,rare,"Elvish Reclaimer gets +2/+2 as long as there are three or more land cards in your graveyard.
{2}, {T}, Sacrifice a land: Search your library for a land card, put it onto the battlefield tapped, then shuffle your library.",2,Creature — Elf Warrior
Victor Adame Minguez,4,,{3}{R},Lavakin Brawler,2,0.15,common,"Whenever Lavakin Brawler attacks, it gets +1/+0 until end of turn for each Elemental you control.",4,Creature — Elemental Warrior
Victor Adame Minguez,6,,{5}{U},Masterful Replication,,0.34,rare,"Choose one —
• Create two 3/3 colorless Golem artifact creature tokens.
• Choose target artifact you control. Each other artifact you control becomes a copy of that artifact until end of turn.",,Instant
Victor Adame Minguez,4,5,{2}{G}{W},"Ajani, the Greathearted",,1.23,rare,"Creatures you control have vigilance.
[+1]: You gain 3 life.
[−2]: Put a +1/+1 counter on each creature you control and a loyalty counter on each other planeswalker you control.",,Legendary Planeswalker — Ajani
Victor Adame Minguez,2,,{B}{R},Angrath's Rampage,,0.45,uncommon,"Choose one —
• Target player sacrifices an artifact.
• Target player sacrifices a creature.
• Target player sacrifices a planeswalker.",,Sorcery
Victor Adame Minguez,6,,{5}{W},Bulwark Giant,3,0.14,common,"When Bulwark Giant enters the battlefield, you gain 5 life.",6,Creature — Giant Soldier
Victor Adame Minguez,2,,{R}{G},Domri's Ambush,,0.2,uncommon,Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature or planeswalker you don't control.,,Sorcery
Victor Adame Minguez,2,,{1}{R},Jaya's Greeting,,0.15,common,Jaya's Greeting deals 3 damage to target creature. Scry 1.,,Instant
Victor Adame Minguez,2,,{R}{W},Tenth District Legionnaire,2,0.25,uncommon,"Haste
Whenever you cast a spell that targets Tenth District Legionnaire, put a +1/+1 counter on Tenth District Legionnaire, then scry 1.",2,Creature — Human Soldier
Victor Adame Minguez,4,,{1}{B}{R}{R},Widespread Brutality,,0.39,rare,"Amass 2, then the Army you amassed deals damage equal to its power to each non-Army creature. (To amass 2, put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Sorcery
Viktor Titov,5,,{2}{U}{U}{U},Cavalier of Gales,5,3.82,mythic,"Flying
When Cavalier of Gales enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.
When Cavalier of Gales dies, shuffle it into its owner's library, then scry 2.",5,Creature — Elemental Knight
Viktor Titov,5,,{2}{B}{B}{B},Cavalier of Night,4,4,mythic,"Lifelink
When Cavalier of Night enters the battlefield, you may sacrifice another creature. When you do, destroy target creature an opponent controls.
When Cavalier of Night dies, return target creature card with converted mana cost 3 or less from your graveyard to the battlefield.",5,Creature — Elemental Knight
Viktor Titov,3,,{2}{U},Convolute,,0.15,common,Counter target spell unless its controller pays {4}.,,Instant
Viktor Titov,3,,{2}{R},Flame Sweep,,0.25,uncommon,Flame Sweep deals 2 damage to each creature except for creatures you control with flying.,,Instant
Viktor Titov,3,4,{1}{W}{W},Gideon Blackblade,,9.49,mythic,"As long as it's your turn, Gideon Blackblade is a 4/4 Human Soldier creature with indestructible that's still a planeswalker.
Prevent all damage that would be dealt to Gideon Blackblade during your turn.
[+1]: Up to one other target creature you control gains your choice of vigilance, lifelink, or indestructible until end of turn.
[−6]: Exile target nonland permanent.",,Legendary Planeswalker — Gideon
Viktor Titov,2,,{U}{U},Narset's Reversal,,2.13,rare,"Copy target instant or sorcery spell, then return it to its owner's hand. You may choose new targets for the copy.",,Instant
Viktor Titov,2,,{1}{B},Unlikely Aid,,0.14,common,"Target creature gets +2/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,Instant
Vincent Proce,4,,{3}{U},Fortress Crab,1,0.15,common,,6,Creature — Crab
Volkan Baǵa,2,,{1}{W},Daybreak Chaplain,1,0.15,common,Lifelink (Damage dealt by this creature also causes you to gain that much life.),3,Creature — Human Cleric
Volkan Baǵa,0,,,Forest,,0.25,common,({T}: Add {G}.),,Basic Land — Forest
Volkan Baǵa,6,,{4}{R}{R},Ripscale Predator,6,0.15,common,Menace (This creature can't be blocked except by two or more creatures.),5,Creature — Dinosaur
Volkan Baǵa,3,,{1}{U}{B},Gleaming Overseer,1,0.22,uncommon,"When Gleaming Overseer enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have hexproof and menace.",4,Creature — Zombie Wizard
Warren Mahy,3,,{2}{W},Griffin Sentinel,1,0.15,common,"Flying
Vigilance (Attacking doesn't cause this creature to tap.)",3,Creature — Griffin
Wayne Reynolds,4,,{2}{W}{W},Inspired Charge,,0.15,common,Creatures you control get +2/+1 until end of turn.,,Instant
Wayne Reynolds,3,,{2}{G},Oakenform,,1.79,common,"Enchant creature
Enchanted creature gets +3/+3.",,Enchantment — Aura
Wayne Reynolds,2,,{X}{G}{G},Voracious Hydra,0,1,rare,"Trample
Voracious Hydra enters the battlefield with X +1/+1 counters on it.
When Voracious Hydra enters the battlefield, choose one —
• Double the number of +1/+1 counters on Voracious Hydra.
• Voracious Hydra fights target creature you don't control.",1,Creature — Hydra
Wayne Reynolds,3,,{R}{W}{W},"Feather, the Redeemed",3,2,rare,"Flying
Whenever you cast an instant or sorcery spell that targets a creature you control, exile that card instead of putting it into your graveyard as it resolves. If you do, return it to your hand at the beginning of the next end step.",4,Legendary Creature — Angel
Wayne Reynolds,3,,{1}{R}{R},Mizzium Tank,3,0.34,rare,"Trample
Whenever you cast a noncreature spell, Mizzium Tank becomes an artifact creature and gets +1/+1 until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",2,Artifact — Vehicle
Wesley Burt,5,,{2}{R}{R}{R},Cavalier of Flame,6,2.99,mythic,"{1}{R}: Creatures you control get +1/+0 and gain haste until end of turn.
When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.
When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard.",5,Creature — Elemental Knight
Wesley Burt,3,,{1}{W}{B},Oath of Kaya,,0.5,rare,"When Oath of Kaya enters the battlefield, it deals 3 damage to any target and you gain 3 life.
Whenever an opponent attacks a planeswalker you control with one or more creatures, Oath of Kaya deals 2 damage to that player and you gain 2 life.",,Legendary Enchantment
Wesley Burt,4,4,{2}{U}{R},"Ral, Storm Conduit",,1.34,rare,"Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.
[+2]: Scry 1.
[−2]: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",,Legendary Planeswalker — Ral
Wesley Burt,3,5,{1}{U/R}{U/R},"Saheeli, Sublime Artificer",,0.99,uncommon,"Whenever you cast a noncreature spell, create a 1/1 colorless Servo artifact creature token.
[−2]: Target artifact you control becomes a copy of another target artifact or creature you control until end of turn, except it's an artifact in addition to its other types.",,Legendary Planeswalker — Saheeli
Wesley Burt,4,5,{3}{W},The Wanderer,,0.35,uncommon,"Prevent all noncombat damage that would be dealt to you and other permanents you control.
[−2]: Exile target creature with power 4 or greater.",,Legendary Planeswalker
Winona Nelson,2,,{1}{B},Bladebrand,,0.15,common,"Target creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)
Draw a card.",,Instant
Wisnu Tan,4,5,{4},"Karn, the Great Creator",,9.99,rare,"Activated abilities of artifacts your opponents control can't be activated.
[+1]: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost.
[−2]: You may choose an artifact card you own from outside the game or in exile, reveal that card, and put it into your hand.",,Legendary Planeswalker — Karn
Wisnu Tan,7,,{5}{G}{G},Planewide Celebration,,0.4,rare,"Choose four. You may choose the same mode more than once.
• Create a 2/2 Citizen creature token that's all colors.
• Return target permanent card from your graveyard to your hand.
• Proliferate.
• You gain 4 life.",,Sorcery
Wisnu Tan,6,,{5}{B},Tithebearer Giant,4,0.15,common,"When Tithebearer Giant enters the battlefield, you draw a card and you lose 1 life.",5,Creature — Giant Warrior
Yamamoto Akifumi,3,7,{2}{G/U},"Kiora, Behemoth Beckoner",,,uncommon,"Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.
[−1]: Untap target permanent.",,Legendary Planeswalker — Kiora
Yeong-Hao Han,2,,{1}{U},Waterkin Shaman,2,0.46,uncommon,"Whenever a creature with flying enters the battlefield under your control, Waterkin Shaman gets +1/+1 until end of turn.",1,Creature — Elemental Shaman
Yeong-Hao Han,2,,{1}{U},Lazotep Plating,,0.25,uncommon,"Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
You and permanents you control gain hexproof until end of turn. (You and they can't be the targets of spells or abilities your opponents control.)",,Instant
Yeong-Hao Han,2,,{1}{G},Snarespinner,1,0.14,common,"Reach
Whenever Snarespinner blocks a creature with flying, Snarespinner gets +2/+0 until end of turn.",3,Creature — Spider
Yeong-Hao Han,4,,{3}{U},Thunder Drake,2,0.15,common,"Flying
Whenever you cast your second spell each turn, put a +1/+1 counter on Thunder Drake.",3,Creature — Elemental Drake
Yohann Schepacz,3,,{2}{G},Netcaster Spider,2,0.15,common,"Reach (This creature can block creatures with flying.)
Whenever Netcaster Spider blocks a creature with flying, Netcaster Spider gets +2/+0 until end of turn.",3,Creature — Spider
Yongjae Choi,6,5,{4}{W}{W},"Ajani, Inspiring Leader",,,mythic,"[+2]: You gain 2 life. Put two +1/+1 counters on up to one target creature.
[−3]: Exile target creature. Its controller gains 2 life.
[−10]: Creatures you control gain flying and double strike until end of turn.",,Legendary Planeswalker — Ajani
Yongjae Choi,5,,{4}{W},Dawning Angel,3,0.15,common,"Flying
When Dawning Angel enters the battlefield, you gain 4 life.",2,Creature — Angel
Yongjae Choi,3,,{R}{W}{B},"Kaalia, Zenith Seeker",3,3.5,mythic,"Flying, vigilance
When Kaalia, Zenith Seeker enters the battlefield, look at the top six cards of your library. You may reveal an Angel card, a Demon card, and/or a Dragon card from among them and put them into your hand. Put the rest on the bottom of your library in a random order.",3,Legendary Creature — Human Cleric
Yongjae Choi,3,,{W}{B}{G},"Kethis, the Hidden Hand",3,3.14,mythic,"Legendary spells you cast cost {1} less to cast.
Exile two legendary cards from your graveyard: Until end of turn, each legendary card in your graveyard gains ""You may play this card from your graveyard.""",4,Legendary Creature — Elf Advisor
Yongjae Choi,6,5,{4}{U}{U},"Mu Yanling, Celestial Wind",,,mythic,"[+1]: Until your next turn, up to one target creature gets -5/-0.
[−3]: Return up to two target creatures to their owners' hands.
[−7]: Creatures you control with flying get +5/+5 until end of turn.",,Legendary Planeswalker — Yanling
Yongjae Choi,2,,{1}{R},Thunderkin Awakener,1,1.29,rare,"Haste
Whenever Thunderkin Awakener attacks, choose target Elemental creature card in your graveyard with toughness less than Thunderkin Awakener's toughness. Return that card to the battlefield tapped and attacking. Sacrifice it at the beginning of the next end step.",2,Creature — Elemental Shaman
Yongjae Choi,4,4,{1}{G}{G}{G},"Vivien, Arkbow Ranger",,5.12,mythic,"[+1]: Distribute two +1/+1 counters among up to two target creatures. They gain trample until end of turn.
[−3]: Target creature you control deals damage equal to its power to target creature or planeswalker.
[−5]: You may choose a creature card you own from outside the game, reveal it, and put it into your hand.",,Legendary Planeswalker — Vivien
Yongjae Choi,4,4,{2}{R}{R},"Chandra, Fire Artisan",,2.65,rare,"Whenever one or more loyalty counters are removed from Chandra, Fire Artisan, she deals that much damage to target opponent or planeswalker.
[+1]: Exile the top card of your library. You may play it this turn.
[−7]: Exile the top seven cards of your library. You may play them this turn.",,Legendary Planeswalker — Chandra
Yongjae Choi,5,5,{4}{R},"Jaya, Venerated Firemage",,0.25,uncommon,"If another red source you control would deal damage to a permanent or player, it deals that much damage plus 1 to that permanent or player instead.
[−2]: Jaya, Venerated Firemage deals 2 damage to any target.",,Legendary Planeswalker — Jaya
Yongjae Choi,5,5,{3}{B}{B},"Ob Nixilis, the Hate-Twisted",,0.29,uncommon,"Whenever an opponent draws a card, Ob Nixilis, the Hate-Twisted deals 1 damage to that player.
[−2]: Destroy target creature. Its controller draws two cards.",,Legendary Planeswalker — Nixilis
Yongjae Choi,2,,{1}{R},Tibalt's Rager,1,0.2,uncommon,"When Tibalt's Rager dies, it deals 1 damage to any target.
{1}{R}: Tibalt's Rager gets +2/+0 until end of turn.",2,Creature — Devil
Yoshitaka Amano,6,6,{4}{B}{B},"Liliana, Dreadhorde General",,,mythic,"Whenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[−4]: Each player sacrifices two creatures.
[−9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",,Legendary Planeswalker — Liliana
Yukie Tajima,4,6,{2}{R/W}{R/W},"Nahiri, Storm of Stone",,,uncommon,"As long as it's your turn, creatures you control have first strike and equip abilities you activate cost {1} less to activate.
−X: Nahiri, Storm of Stone deals X damage to target tapped creature.",,Legendary Planeswalker — Nahiri
Yukie Tajima,4,4,{2}{W}{B},"Sorin, Vengeful Bloodlord",,,rare,"As long as it's your turn, creatures and planeswalkers you control have lifelink.
[+2]: Sorin, Vengeful Bloodlord deals 1 damage to target player or planeswalker.
−X: Return target creature card with converted mana cost X from your graveyard to the battlefield. That creature is a Vampire in addition to its other types.",,Legendary Planeswalker — Sorin
YW Tang,4,,{2}{G}{G},Gnarlback Rhino,4,0.4,uncommon,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever you cast a spell that targets Gnarlback Rhino, draw a card.",4,Creature — Rhino
YW Tang,1,,{B},Banehound,1,0.15,common,"Lifelink, haste",1,Creature — Nightmare Hound
YW Tang,3,,{1}{B}{G},Leyline Prowler,2,0.25,uncommon,"Deathtouch, lifelink
{T}: Add one mana of any color.",3,Creature — Nightmare Beast
Zack Stella,3,,{1}{R}{R},Glint-Horn Buccaneer,2,0.35,rare,"Haste
Whenever you discard a card, Glint-Horn Buccaneer deals 1 damage to each opponent.
{1}{R}, Discard a card: Draw a card. Activate this ability only if Glint-Horn Buccaneer is attacking.",4,Creature — Minotaur Pirate
Zack Stella,5,,{4}{R},Sarkhan's Catharsis,,0.15,common,Sarkhan's Catharsis deals 5 damage to target player or planeswalker.,,Instant
Zack Stella,2,,{1}{G},Vivien's Arkbow,,0.95,rare,"{X}, {T}, Discard a card: Look at the top X cards of your library. You may put a creature card with converted mana cost X or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",,Legendary Artifact
Zack Stella,3,,{2}{B},Vizier of the Scorpion,1,0.2,uncommon,"When Vizier of the Scorpion enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have deathtouch.",1,Creature — Zombie Wizard
Zezhou Chen,1,,{G},Frilled Sandwalla,1,1.65,common,{1}{G}: Frilled Sandwalla gets +2/+2 until end of turn. Activate this ability only once each turn.,1,Creature — Lizard
Zezhou Chen,3,,{3},Retributive Wand,,0.2,uncommon,"{3}, {T}: Retributive Wand deals 1 damage to any target.
When Retributive Wand is put into a graveyard from the battlefield, it deals 5 damage to any target.",,Artifact
Zezhou Chen,5,,{3}{U}{U},Yanling's Harbinger,2,0.84,rare,"Flying
When Yanling's Harbinger enters the battlefield, you may search your library and/or graveyard for a card named Mu Yanling, Celestial Wind, reveal it, and put it into your hand. If you search your library this way, shuffle it.",4,Creature — Bird
Zezhou Chen,5,,{4}{W},Bond of Discipline,,0.2,uncommon,Tap all creatures your opponents control. Creatures you control gain lifelink until end of turn.,,Sorcery
Zezhou Chen,5,,{4}{B},Lazotep Behemoth,5,0.14,common,,4,Creature — Zombie Hippo
Zezhou Chen,1,,{U},Wall of Runes,0,0.15,common,"Defender
When Wall of Runes enters the battlefield, scry 1.",4,Creature — Wall
Zezhou Chen,5,,{4}{G},Wardscale Crocodile,5,0.15,common,Hexproof (This creature can't be the target of spells or abilities your opponents control.),3,Creature — Crocodile
Zoltan Boros,4,,{3}{R},Daggersail Aeronaut,3,0.15,common,"As long as it's your turn, Daggersail Aeronaut has flying.",2,Creature — Goblin
Zoltan Boros,3,,{2}{R},Destructive Digger,3,0.15,common,"{3}, {T}, Sacrifice an artifact or land: Draw a card.",2,Creature — Goblin
Zoltan Boros,2,,{1}{W},Devout Decree,,0.25,uncommon,Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),,Sorcery
Zoltan Boros,4,,{2}{B}{R},Ogre Siegebreaker,4,0.21,uncommon,{2}{B}{R}: Destroy target creature that was dealt damage this turn.,3,Creature — Ogre Berserker
Zoltan Boros,2,,{1}{W},Raise the Alarm,,0.16,common,Create two 1/1 white Soldier creature tokens.,,Instant
Zoltan Boros,5,,{4}{R},Rubblebelt Recluse,6,1.98,common,Rubblebelt Recluse attacks each combat if able.,5,Creature — Ogre Berserker
Zoltan Boros,4,,{3}{R},Scampering Scorcher,1,0.2,uncommon,"When Scampering Scorcher enters the battlefield, create two 1/1 red Elemental creature tokens. Elementals you control gain haste until end of turn. (They can attack and {T} this turn.)",1,Creature — Elemental
Zoltan Boros,4,,{2}{W}{W},Gideon's Battle Cry,,0.37,rare,"Put a +1/+1 counter on each creature you control. You may search your library and/or graveyard for a card named Gideon, the Oathsworn, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,Sorcery
Zoltan Boros,4,,{3}{R},Goblin Assault Team,4,0.15,common,"Haste
When Goblin Assault Team dies, put a +1/+1 counter on target creature you control.",1,Creature — Goblin Warrior
Zoltan Boros,3,,{2}{W},Makeshift Battalion,3,0.13,common,"Whenever Makeshift Battalion and at least two other creatures attack, put a +1/+1 counter on Makeshift Battalion.",2,Creature — Human Soldier
Zoltan Boros,2,,{1}{W},Martyr for the Cause,2,0.14,common,"When Martyr for the Cause dies, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",2,Creature — Human Soldier
Zoltan Boros,3,,{2}{B},Spark Reaper,2,0.15,common,"{3}, Sacrifice a creature or planeswalker: You gain 1 life and draw a card.",3,Creature — Zombie
Zoltan Boros & Gabor Szikszai,0,,,Plains,,0.15,common,({T}: Add {W}.),,Basic Land — Plains
